"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Bundesland";"Postleitzahl";"Ort";"Straße";"Hausnummer";"Gemarkung";"Flurstück";"Gemeindeschlüssel";"Koordinate: Breitengrad (WGS84)";"Koordinate: Längengrad (WGS84)";"Anzahl der Solar-Module";"Hauptausrichtung der Solar-Module";"Name des Windparks";"Nabenhöhe der Windenergieanlage";"Rotordurchmesser der Windenergieanlage";"Hersteller der Windenergieanlage";"Typenbezeichnung";"Hauptbrennstoff der Einheit";"Nutzbare Speicherkapazität in kWh";"Technologie der Stromerzeugung";"Lage der Einheit";"Letzte Aktualisierung";"Datum der endgültigen Stilllegung";"Datum der geplanten Inbetriebnahme";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Volleinspeisung oder Teileinspeisung";"MaStR-Nr. der Genehmigung";"Name des Anschluss-Netzbetreibers";"MaStR-Nr. des Anschluss-Netzbetreibers";"Netzbetreiberprüfung";"Spannungsebene";"MaStR-Nr. der Lokation";"MaStR-Nr. der EEG-Anlage";"EEG-Anlagenschlüssel";"Inbetriebnahmedatum der EEG-Anlage";"Zuschlagnummer (EEG/KWK-Ausschreibung)";"MaStR-Nr. der KWK-Anlage";"Inbetriebnahmedatum der KWK-Anlage";"Elektrische KWK-Leistung";"Thermische Nutzleistung in kW";"MaStR-Nr. der zugeordneten Migrationseinheit"
"SEE978011979878";"V80 -V13984";"In Betrieb";"Wind";"2000";"2000";"7.2.2002";"20.2.2020";"Sachsen-Anhalt";"06780";"Zörbig";"";"";"Zörbig";"Flur 7,  Flurstück 257";"15082340";"51,637388";"12,150345";"";"";"Windpark Zörbig";"95";"80";"Vestas Deutschland GmbH";"V80-2.0";"";"";"Horizontalläufer";"Windkraft an Land";"20.2.2020";"";"";"Re-Wind Zörbig GmbH";"ABR998057733067";"Volleinspeisung";"SGE991964802604";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL966407372037";"EEG941900723814";"E41081010000000000000000000005077";"7.2.2002";"";"";"";"";"";""
"SEE965581070975";"WEA05";"In Betrieb";"Wind";"3000";"3000";"27.11.2015";"23.4.2020";"Sachsen-Anhalt";"39261";"Zerbst";"";"";"Straguth";"Flur 7 und Flurstück 49";"15082430";"52,00706";"12,127714";"";"";"Windpark Zerbst";"1425";"113";"Siemens Wind Power GmbH & Co. KG";"SWT-3.0-113";"";"";"Horizontalläufer";"Windkraft an Land";"28.4.2020";"";"";"Windpark Zerbst GmbH";"ABR986720739362";"Volleinspeisung";"SGE989231981138";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Hochspannung";"SEL953337761765";"EEG915590548774";"E4122001EA01000000000076887300005";"27.11.2015";"";"";"";"";"";""
"SEE974484604941";"701250";"In Betrieb";"Wind";"1800";"1800";"24.6.2003";"11.9.2019";"Sachsen-Anhalt";"06780";"Zörbig";"";"";"Löberitz";"Flur3:254";"15082340";"51,643953";"12,168119";"";"";"Windpark Zörbig";"100";"70";"ENERCON GmbH";"E-66";"";"";"Horizontalläufer";"Windkraft an Land";"11.9.2019";"";"";"K/S Zörbig 3";"ABR981024845252";"Volleinspeisung";"SGE945739129953";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL911667364179";"EEG936212112906";"E41081010000000000000000000004551";"24.6.2003";"";"";"";"";"";""
"SEE905081115165";"782051";"In Betrieb";"Wind";"2000";"2000";"5.2.2009";"25.6.2020";"Sachsen-Anhalt";"39261";"Zerbst";"";"";"Zerbst";"Flur17: 10";"15082430";"51,979581";"12,121318";"";"";"Zerbst";"64";"70";"ENERCON GmbH";"E-70 E4";"";"";"Horizontalläufer";"Windkraft an Land";"25.6.2020";"";"";"Windpark GmbH & Co. Zerbst KG";"ABR942487121239";"Volleinspeisung";"SGE963600354082";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL924544131771";"EEG907595499076";"E418780200000E0000000012304700010";"5.2.2009";"";"";"";"";"";""
"SEE946319505761";"V52 - V11896";"In Betrieb";"Wind";"850";"850";"4.9.2001";"20.2.2020";"Sachsen-Anhalt";"06780";"Zörbig";"";"";"Löberitz";"Flur 3, Flurstück 441";"15082340";"51,647317";"12,159414";"";"";"Windpark Zörbig";"74";"52";"Vestas Deutschland GmbH";"V52";"";"";"Horizontalläufer";"Windkraft an Land";"20.2.2020";"";"";"Re-Wind Zörbig GmbH";"ABR998057733067";"Volleinspeisung";"SGE921344865462";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL989904114610";"EEG943877535889";"E41081010000000000000000000005034";"4.9.2001";"";"";"";"";"";""
"SEE943018428391";"WOE_11 18362";"In Betrieb";"Wind";"1650";"1650";"28.1.2004";"6.9.2020";"Sachsen-Anhalt";"06369";"Görzig";"";"";"Wörbzig";"Flur 1: Flurstück 1024";"15082377";"51,71819";"11,91187";"";"";"Voltwerk Windpark Wörbzig GmbH & Co. KG";"67";"66";"Vestas Deutschland GmbH";"V66";"";"";"Horizontalläufer";"Windkraft an Land";"15.3.2021";"";"";"Voltwerk Windpark Wörbzig GmbH & Co. KG";"ABR982539478249";"Teileinspeisung";"SGE985816468629";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL999689805290";"EEG914195707357";"E41081010000000000000000000005004";"28.1.2004";"";"";"";"";"";""
"SEE941701190266";"E 78305-09";"In Betrieb";"Wind";"2300";"2300";"22.12.2005";"3.4.2020";"Sachsen-Anhalt";"06386";"Quellendorf";"";"";"Quellendorf";"Flur 1 Flurstück 34";"15082377";"51,77238";"12,129887";"";"";"WP Köthen";"113";"71";"ENERCON GmbH";"Enercon E-70 E4";"";"";"Horizontalläufer";"Windkraft an Land";"12.4.2021";"";"";"Windpark Köthen GmbH & Co. KG Renditefonds";"ABR904572386534";"Volleinspeisung";"SGE913974162264";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL945728767463";"EEG998778816841";"E41081010000000000000000000004669";"22.12.2005";"";"";"";"";"";""
"SEE903689897162";"GLE1";"In Betrieb";"Wind";"660";"660";"17.12.1998";"3.6.2020";"Sachsen-Anhalt";"06794";"Glebitzsch";"";"";"Glebitzsch";"6: 56";"15082340";"51,58824";"12,18338";"";"";"Glebitzsch";"65";"47";"Vestas Deutschland GmbH";"V47";"";"";"Horizontalläufer";"Windkraft an Land";"9.2.2021";"";"";"Atlas Energieanlagen GmbH & Co. Dritte KG";"ABR943982765218";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL979621815396";"EEG968494555638";"E41081010000000000000000000005019";"17.12.1998";"";"";"";"";"";""
"SEE970009059852";"E66-E66093";"In Betrieb";"Wind";"1500";"1500";"12.11.1998";"24.2.2020";"Sachsen-Anhalt";"06780";"Zörbig";"";"";"Großzöbertitz";"Flur 4, Flurstück 295";"15082340";"51,628762";"12,173504";"";"";"Windpark Zörbig";"98";"66";"ENERCON GmbH";"E66/15.66";"";"";"Horizontalläufer";"Windkraft an Land";"24.2.2020";"";"";"Re-Wind Zörbig GmbH";"ABR998057733067";"Volleinspeisung";"SGE961419952208";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL905489111691";"EEG991430160269";"E41081010000000000000000000004516";"12.11.1998";"";"";"";"";"";""
"SEE953361791035";"WEA06";"In Betrieb";"Wind";"3000";"3000";"15.12.2015";"23.4.2020";"Sachsen-Anhalt";"39261";"Zerbst";"";"";"Straguth";"Flur 7 und Flurstück 45";"15082430";"52,008804";"12,134321";"";"";"Windpark Zerbst";"1425";"113";"Siemens Wind Power GmbH & Co. KG";"SWT-3.0-113";"";"";"Horizontalläufer";"Windkraft an Land";"28.4.2020";"";"";"Windpark Zerbst GmbH";"ABR986720739362";"Volleinspeisung";"SGE989231981138";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Hochspannung";"SEL953337761765";"EEG908219186747";"E4122001EA01000000000076887300006";"15.12.2015";"";"";"";"";"";""
"SEE913026581630";"WEA03";"In Betrieb";"Wind";"3000";"3000";"3.11.2015";"23.4.2020";"Sachsen-Anhalt";"39261";"Zerbst";"";"";"Zerbst";"Flur 18 und Flurstück 36";"15082430";"52,003048";"12,119563";"";"";"Windpark Zerbst";"1425";"113";"Siemens Wind Power GmbH & Co. KG";"SWT-3.0-113";"";"";"Horizontalläufer";"Windkraft an Land";"21.12.2020";"";"";"Windpark Zerbst GmbH";"ABR986720739362";"Volleinspeisung";"SGE989231981138";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Hochspannung";"SEL953337761765";"EEG969600271121";"E4122001EA01000000000076887300003";"3.11.2015";"";"";"";"";"";""
"SEE927379200902";"821011";"In Betrieb";"Wind";"2050";"2050";"30.1.2014";"3.7.2020";"Sachsen-Anhalt";"39261";"Zerbst";"";"";"Zerbst";"17:28";"15082430";"51,592141";"12,71728";"";"";"Zerbst";"80";"824";"eno energy GmbH";"PV";"";"";"Horizontalläufer";"Windkraft an Land";"3.7.2020";"";"";"Better Energy Zerbst";"ABR919733297932";"Volleinspeisung";"SGE929724200025";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"In Prüfung";"Mittelspannung";"SEL988710055513";"EEG901972874081";"E4187802EA02000000000055574200001";"30.1.2014";"";"";"";"";"";""
"SEE987188226500";"E66-E70789";"In Betrieb";"Wind";"1800";"1800";"30.7.2002";"21.2.2020";"Sachsen-Anhalt";"06780";"Zörbig";"";"";"Löberitz";"Flur 3, Flurstück 248";"15082340";"51,644099";"12,163863";"";"";"Windpark Zörbig";"98";"70";"ENERCON GmbH";"E66/18.70";"";"";"Horizontalläufer";"Windkraft an Land";"21.2.2020";"";"";"Re-Wind Zörbig GmbH";"ABR998057733067";"Volleinspeisung";"SGE989839272140";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL959614517360";"EEG945111309645";"E41081010000000000000000000004552";"30.7.2002";"";"";"";"";"";""
